keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
washing machine seal repair cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Dec,False,
washing machine water pump replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Nov/Feb,False,
whirlpool washer bearing replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,
whirlpool washer drain pump replacement cost,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jan/Mar,False,
fix washer spin cycle,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
fix a washer that won t spin,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
fix a washing machine that won t spin,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Sep,False,
fix spin cycle on washing machine,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
washing machine spin repair,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Mar,False,
washer maintenance service,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jan,False,
beko maintenance wash,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Apr,False,
front loader maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,
indesit maintenance wash,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Mar,False,
lg direct drive washing machine maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Aug,False,
samsung eco bubble maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Feb,False,
samsung ecobubble maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Jul,False,
top load washer maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Aug,False,
twin dos maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Mar/Apr,False,
washing machine regular maintenance,10,0,0.0,0.0,BOFU,transactional,UNKNOWN,Aug/Mar,False,
super general washing machine not spinning,10,69,470.23,1209.15,MOFU,commercial,STABLE,Dec,False,
hoover washing machine maintenance,10,81,1450.09,2743.78,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
laundry machine won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine will not turn on,10,43,0.0,0.0,MOFU,commercial,GROWING,Jul/Oct/Dec/Jan/Mar/May/Jun,True,voice
washer that won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine can t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine motor working but drum not spinning,10,43,0.0,0.0,MOFU,commercial,GROWING,Sep/Dec/Jan/Apr/Jun,False,
washing machine that won t spin,10,43,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washer stops mid cycle,10,30,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
panasonic washing machine maintenance,10,43,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer mechanic near me,10,0,0.0,0.0,BOFU,commercial,UNKNOWN,Apr,False,local
washing mechanic near me,10,0,0.0,0.0,BOFU,commercial,UNKNOWN,Oct,False,local
washing machine stops mid cycle,10,31,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
lg front load washer not spinning,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Mar/Jun,False,
washer stops mid cycle,10,31,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
my washing machine stopped working,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Nov/Dec/Jan/Feb/Apr/May/Jun,False,
lg front load not spinning,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Mar/Jun,False,
lg front load washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Mar/Jun,False,
lg front loader washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Mar/Jun,False,
lg turbo drum washing machine not draining,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Feb/Jun,False,
washing machine drum hard to turn by hand,10,26,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan/Jun,False,
cost of replacing drum bearings on washing machine,10,40,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Oct/Nov/Jan/Feb/May/Jun,False,
washing machine overloaded now won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,urgent
spin tub not working,10,23,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
washing machine sensor not working,10,47,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,False,
daewoo washing machine dubai,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr,False,
washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
hotpoint washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
hotpoint washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
washing machine not draining completely,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
samsung front load washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/May,False,
frigidaire washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
frigidaire washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
lg washing machine won t finish spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Jan,False,
samsung washer spin cycle not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec/Jan/Mar/Apr,False,
portable washing machine not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Mar,False,
samsung washing machine spin cycle not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec/Jan/Mar/Apr,False,
haier washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Dec/Jan/Mar/Apr/May,False,
lg washer drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Dec/Mar/Apr,False,
lg washer doesn t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec/Jan,False,
washer not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
whirlpool cabrio washer won t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Apr/May,False,
whirlpool washer drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
semi automatic washing machine spinner not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr,False,
midea washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Feb/Apr/May,False,
beko washing machine spin not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Jan,False,
bosch washer spin cycle not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Feb,False,
bosch washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Feb,False,
bosch washing machine spin cycle not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Feb,False,
bosch washing machine spin cycle problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Feb,False,
bosch washing machine spin not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan,False,
candy washing machine not spinning fast,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Apr,False,
clothes still wet after spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Dec,False,
electrolux washing machine spin cycle not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Apr,False,
frigidaire washer does not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
frigidaire washer will not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
frigidaire washing machine will not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
front load washer will not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Mar/Apr,False,
front load washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Mar/Apr,False,
haier washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Dec/Jan/Mar/Apr/May,False,
hitachi washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan,False,
if a washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Feb/Mar/Apr,False,
lg top load washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
lg top load washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Jan/Mar,False,
lg top loader washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
lg washer not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/May,False,
lg washing machine cannot spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec,False,
lg washing machine doesn t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec/Jan,False,
lg washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Dec/Mar/Apr,False,
lg washing machine drum not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Jan/Apr,False,
lg washing machine dryer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr,False,
lg washing machine motor not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Dec,False,
lg washing machine not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Jan/Apr,False,
lg washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/May,False,
midea front load washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/May,False,
my washer machine doesn t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Dec/Mar,False,
my washer quit spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/Jan/Feb/Mar,False,
no spin in washing machine means,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan/Mar/May,False,
panasonic washing machine spin not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Dec,False,
samsung digital inverter washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Dec/May,False,
samsung ecobubble 8kg not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
samsung front load washer will not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/May,True,voice
samsung front load washing machine drum not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Nov/Dec/Jan/Feb/Apr/May,False,
samsung front loader washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/May,False,
samsung top load not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan,False,
samsung top load washing machine not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Apr,False,
samsung top loader not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan,False,
samsung washing machine drum not moving,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan,False,
samsung washing machine not spin drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Apr,False,
samsung washing machine stops at rinse cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan,False,
sharp washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
slow spin cycle on washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Apr/May,False,
top loader not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
toshiba washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
toshiba washing machine spin not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Dec,False,
troubleshooting front load washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
twin tub washing machine spin dryer not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
washer drum doesn t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Jan/Feb/Apr,False,
washer humming but not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Mar/Apr,False,
washer not completely draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
washer not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine humming but not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Mar/Apr,False,
washing machine not rotating properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Jan,False,
washing machine not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Dec/Feb/Apr,False,
washing machine not washing but spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
washing machine only spins,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/May,False,
washing machine spin dry not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/May,False,
washing machine tub not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Dec/Apr,False,
washing machine wheel not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/May,False,
washing machine wobbles during spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Jan/Apr,False,
whirlpool washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
lg washer drain pump replacement cost,10,43,0.0,0.0,BOFU,transactional,SEASONAL,Jan/Apr/Jun,False,
samsung washing machine bearing replacement cost,10,43,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,False,
samsung washing machine service centre dubai,10,47,0.0,0.0,BOFU,transactional,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
spin function in washing machine not working,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/Jun,False,
washing machine technician dubai,10,90,1272.82,3714.45,MOFU,commercial,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine belt replacement cost,10,60,0.0,0.0,BOFU,transactional,GROWING,Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
washer belt replacement cost,10,60,0.0,0.0,BOFU,transactional,GROWING,Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
dryer machine repair dubai,10,60,0.0,0.0,BOFU,transactional,GROWING,Jul/Aug/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
lg washing machine drum not rotating,10,38,0.0,0.0,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washer not drying clothes,10,78,617.81,1411.22,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
lg turbo drum washing machine not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Feb/Mar/Apr/May/Jun,False,
top load washing machine spin not working,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,False,
indesit washing machine drum not turning,10,52,0.0,0.0,MOFU,commercial,GROWING,Jul/Dec/Feb/Mar/May/Jun,False,
kenmore washer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
washing machine drains but won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Nov,False,
whirlpool washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
zanussi washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
blomberg washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
kenmore washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
samsung top load washer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
washing machine won t spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
spin cycle not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
whirlpool washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
samsung washer won t finish spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
candy grand vita washing machine problems,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
admiral washer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Mar,False,
my lg washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
samsung washer not rinsing,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
samsung front loader not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
bosch washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
washing machine isn t spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Mar,False,
hoover dynamic next washing machine problems,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar/May,False,
washer won t spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
ifb washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/May,False,
bosch front load washer problems,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/Mar,False,
washing machine won t spin and drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
washer isn t spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Mar,False,
washer not spinning out,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
frigidaire washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
bosch washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
reason why washing machine won t spin,10,34,0.0,0.0,TOFU,informational,GROWING,Jul/Dec/Jan/Feb/Mar/Apr/Jun,True,voice
washing machine drum not spinning what is the problem,10,29,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Nov/Feb/May/Jun,True,voice
