keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
samsung machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Nov/Dec/Jan/Mar,False,
electrolux washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/May,False,
electrolux washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/May,False,
panasonic washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan/Feb/May,False,
portable washing machine not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Mar,False,
haier washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
candy washing machine drum not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Dec/Feb/Apr,False,
washer not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
whirlpool washer drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
ariston washing machine not spinning,10,30,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Jan/Jun,False,
bosch washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
candy washing machine not spinning fast,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Apr,False,
clothes still wet after spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Dec,False,
haier washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
hoover machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Apr/May,False,
indesit washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Mar/May,False,
indesit washing machine will not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Mar/May,False,
lg washer not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/May,False,
lg washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/May,False,
no spin in washing machine means,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan/May,False,
samsung washing machine drum problems,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
samsung washing machine stops at rinse cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan,False,
samsung washing machine will not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,True,voice
slow spin cycle on washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Apr/May,False,
toshiba washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
troubleshooting front load washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
washer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Mar/Apr/May,False,
washer not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine dryer not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Apr/May,False,
washing machine not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Dec/Feb,False,
washing machine not working properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Dec/Feb/Mar/May,False,
washing machine rotation problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Mar/Apr,False,
washing machine spin dry not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
washing machine spin motor not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Apr,False,
washing machine tub not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Dec/Apr,False,
washing machine working but not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Feb/Apr,False,
whirlpool washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
lg dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Mar/Apr/May,False,
electrolux dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Dec/Jan/Mar,False,
dryer problems,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Dec/Apr,False,
maytag bravos dryer not heating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Apr,False,
beko dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Mar,False,
candy washer dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Jan,False,
beko tumble dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Mar,False,
candy dryer not heating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Apr/May,False,
clothes dryer problems,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Dec/Apr,False,
heater for dryer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/Mar/May,False,
lg clothes dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Mar/Apr/May,False,
miele dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
miele tumble dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
samsung heat pump dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Apr/May,False,
samsung heat pump dryer not heating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/May,False,
samsung heatpump dryer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Apr/May,False,
washer not draining water,10,76,656.2,2485.3,MOFU,commercial,STABLE,Aug/Oct/Jan/Feb/Jun,False,
washing machine water not draining,10,76,656.2,2485.3,MOFU,commercial,STABLE,Aug/Oct/Jan/Feb/Jun,False,
ariston washing machine repair dubai,10,52,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Apr/May/Jun,False,local
washing machine repair dubai satwa,10,52,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Nov/Dec/Mar/Apr/Jun,False,local
lg inverter direct drive washing machine water not draining,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front load washer not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
drum not moving on washing machine,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front load not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front load washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front loader washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
spin function in washing machine not working,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/Jun,False,
spin tub not working,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
top load washing machine drum not rotating,10,89,300.59,533.44,MOFU,commercial,GROWING,Jul/Nov/Dec/Jan/Feb/Mar/May/Jun,False,
samsung washer not draining,10,78,355.97,696.32,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine not draining,10,78,355.97,696.32,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung clothes washer not draining,10,78,355.97,696.32,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washer no drain,10,78,355.97,696.32,MOFU,commercial,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
washing machine water is not going out,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Oct/May/Jun,True,voice
beko washing machine not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
beko washer not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
beko washing machine does not spin,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
beko washing machine will not spin,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
indesit washing machine drum not turning,10,52,0.0,0.0,MOFU,commercial,GROWING,Jul/Dec/Feb/Mar/May/Jun,False,
lg turbo drum washing machine not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Jun,False,
whirlpool washer not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Apr,False,
samsung washer won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Nov,False,
lg washer won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
electrolux washer not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
whirlpool washer won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
whirlpool washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Apr,False,
samsung front load washer drain pump,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Dec,False,
washing machine not draining completely,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
washer not draining completely,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
general electric washer not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
hotpoint washer not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
drain pump washing machine blocked,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Oct,False,
lg washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
washer isn t draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/May,False,
washing machine isn t draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/May,False,
samsung washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Nov,False,
whirlpool washing machine water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
lg washer doesn t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
hotpoint washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
zanussi washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Jan,False,
electrolux washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
top load washer not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Oct,False,
lg inverter direct drive washer not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
general electric washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
whirlpool washer water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
washing machine won t spin and drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
hotpoint washer won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
whirlpool washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
haier washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Nov,False,
water not draining from whirlpool washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
front load washer won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
general electric washer troubleshooting,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
washer stopped working full of water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
gorenje washing machine water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
samsung washer will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Nov,False,
samsung washer does not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Nov,False,
washing machine full of water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Feb,False,
whirlpool washer will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
washer stopped draining water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
beko prosmart inverter not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
beko washing machine doesn t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
beko washing machine fabric conditioner not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
beko washing machine not draining properly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
beko washing machine softener not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
bosch serie 4 not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
bosch serie 4 washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Sep,False,
bosch washer softener not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Mar,False,
bosch washer will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch washer won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch washing machine detergent drawer not emptying,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
bosch washing machine does not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch washing machine doesn t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
bosch washing machine fabric conditioner not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Mar,False,
bosch washing machine fabric softener not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Mar,False,
bosch washing machine not rinsing properly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
bosch washing machine rinse not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
bosch washing machine softener dispenser not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
bosch washing machine will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
brand new beko washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
brand new washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
candy washing machine not draining water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
clothes not draining in washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
clothes washer not draining completely,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
comfort not draining from washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
conditioner in washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
dawlance washing machine drain not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
drain pump clogged washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
drain pump not working on washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
drain water from washer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
electrolux washing machine softener dispenser not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Feb,False,
electrolux washing machine water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
fabric conditioner not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
fabric softener not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
fixing a washer that won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
front load washer not draining water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Sep,False,
front load washer will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
front load washing machine water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Sep,False,
front load washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
front loader washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
haier washing machine drain problem,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/May,False,
haier washing machine not draining water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
hoover washing machine not draining properly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
hoover washing machine softener dispenser not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
hotpoint washer will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
hotpoint washing machine not emptying,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
hotpoint washing machine softener not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
hotpoint washing machine will not drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
hotpoint washing machine won t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
if washing machine doesn t drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
if water is not draining from washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,True,voice
ifb top load washing machine water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
ifb washing machine drain problem,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
ifb washing machine water not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
in washing machine water is not coming,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,True,voice
reason why washing machine won t spin,10,34,0.0,0.0,TOFU,informational,SEASONAL,Jul/Jan/Feb/Jun,True,voice
haier washing machine how to drain water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
washing machine full of water how to drain,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
washing machine leaking from bottom when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
whirlpool washer how to drain water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul,True,
whirlpool washing machine how to drain water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
reasons why a washer won t drain,10,0,0.0,0.0,TOFU,informational,DECLINING,Sep/Jan/Feb,True,voice
reasons why washing machine won t drain,10,0,0.0,0.0,TOFU,informational,DECLINING,Sep/Jan/Feb,True,voice
washing machine drum not spinning what is the problem,10,52,0.0,0.0,TOFU,informational,DECLINING,Aug/Sep/Oct/Nov/Feb/Jun,True,voice
