keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
samsung washing machine drum problems,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
samsung washing machine leaking from front,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan,False,
samsung washing machine stops at rinse cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan,False,
samsung washing machine will not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,True,voice
slow spin cycle on washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Apr/May,False,
toshiba washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
troubleshooting front load washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
washer dripping inside,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Apr/May,False,
washer is leaking inside,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Apr/May,False,
washer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Mar/Apr/May,False,
washer not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine dripping water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/Apr,False,
washing machine drum leaking water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Apr,False,
washing machine dryer not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Apr/May,False,
washing machine leaking oil,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Mar/Apr/May,False,
washing machine leaking water on floor,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/Apr/May,False,
washing machine not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Dec/Feb,False,
washing machine not working properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Dec/Feb/Mar/May,False,
washing machine rotation problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Mar/Apr,False,
washing machine spin dry not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
washing machine spin motor not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Apr,False,
washing machine tub not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Dec/Apr,False,
washing machine working but not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Feb/Apr,False,
water coming from bottom of washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Feb/May,False,
water coming from bottom of washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Feb/May,False,
water leakage in front load washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Mar/Apr,False,
whirlpool washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
ariston washing machine repair dubai,10,52,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Apr/May/Jun,False,local
washing machine repair dubai satwa,10,52,0.0,0.0,BOFU,transactional,SEASONAL,Jul/Aug/Nov/Dec/Mar/Apr/Jun,False,local
lg front load washer not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
drum not moving on washing machine,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
leak on washing machine,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front load not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front load washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
lg front loader washing machine not spinning,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
spin function in washing machine not working,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/Jun,False,
spin tub not working,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
top load washing machine drum not rotating,10,89,300.58,533.42,MOFU,commercial,GROWING,Jul/Nov/Dec/Jan/Feb/Mar/May/Jun,False,
water leaking from under lg washing machine,10,26,0.0,0.0,MOFU,commercial,UNKNOWN,Jun,False,
beko washing machine not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
washing machine leaking from front,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Apr/May/Jun,False,
beko washer not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
beko washing machine does not spin,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
beko washing machine will not spin,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Sep/Nov/Dec/Jan/Mar/Apr/Jun,False,
lg turbo drum washing machine not spinning,10,34,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Jun,False,
washing machine leaking water underneath,10,52,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
water leaking from under washing machine,10,52,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
indesit washing machine drum not turning,10,52,0.0,0.0,MOFU,commercial,GROWING,Jul/Dec/Feb/Mar/May/Jun,False,
samsung washer leaking from underneath,10,52,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine leaking from underneath,10,52,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
samsung washing machine leaking underneath,10,52,0.0,0.0,MOFU,commercial,GROWING,Jul/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
wash machine is leaking water underneath,10,52,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
water leak under washer,10,52,0.0,0.0,MOFU,commercial,GROWING,Aug/Sep/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,False,
dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
samsung dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Aug,False,
kenmore washer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
my whirlpool washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
zanussi washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
blomberg washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
lg washer leaking from underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Mar,False,
washing machine not draining completely,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
samsung front load washer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/May,False,
kenmore washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
washing machine leaking from bottom during drain cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
washing machine drain pipe leaking in wall,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
lg washing machine leaking from bottom front,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
frigidaire washer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Jan,False,
frigidaire washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Jan,False,
washing machine won t spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
washing machine leaking from bottom during fill,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Feb,False,
samsung washer won t finish spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
lg washing machine won t finish spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
samsung washer spin cycle not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan/Apr,False,
samsung washer not spinning fast,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Sep,False,
samsung washer leaking water from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
candy grand vita washing machine problems,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
washer agitator not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
laundry dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
water coming out of bottom of washer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
washing machine agitator not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
whirlpool washer spin cycle not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
samsung front loader not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
dryer heating element not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
washer leaking water underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
dryer not warming up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
samsung top load washing machine leaking water underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
bosch washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
washing machine hose leaking at connection,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Dec,False,
clothes dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
bosch washing machine leaking from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
washing machine isn t spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Mar,False,
lg washer not spinning fast,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Oct,False,
washer won t spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer will not heat up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
samsung top load washer leaking from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Aug,False,
samsung washing machine spin cycle not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan/Apr,False,
my samsung washing machine is not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Jan,True,voice
lg washer drum not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Dec,False,
tumble dryer not getting hot,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
my dryer stopped heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Jan,False,
ifb washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/May,False,
bosch front load washer problems,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/Mar,False,
washing machine won t spin and drain,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
water coming out bottom of washing machine,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
dryer does not heat up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
washer isn t spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Mar,False,
lg washer doesn t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Jan,False,
electrolux washer leaking from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
frigidaire washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
lg washer spin cycle not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Mar,False,
bosch washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
front load washer leaking from underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
hoover washing machine drum not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
whirlpool cabrio washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/May,False,
electrolux washing machine leaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
lg washer water leaking out of bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch washing machine not spinning at full speed,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Jan,False,
washing machine door seal leaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
washer stops at spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/May,False,
front load washing machine not spinning fast,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
lg washing machine stops at rinse cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
lg washing machine motor problem,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
hotpoint washing machine leaking from underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
washing machine leaking water from soap dispenser,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Mar,False,
lg washer not rinsing,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
washer dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
lg front load washer leaking water from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/May,False,
washer does not spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
lg wm2101hw leaking water from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
semi automatic washing machine spinner not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan/Feb,False,
lg washer leaking water from underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
electrolux washing machine water leaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Mar,False,
samsung clothes dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Aug,False,
washing machine spinning but clothes still wet,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
fixing a washer that won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
washer doesn t spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
bosch washing machine not spinning fast,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
washing machine cannot spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
washing machine stops at spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr/May,False,
whirlpool washer stops at spin cycle,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
water leaking from washing machine drain pipe,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
automatic washing machine spin problem,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
back of washing machine leaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
beko washer dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
beko washer wont spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
beko washing machine drawer leaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
beko washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
beko washing machine drum not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Dec,False,
beko washing machine leaking from underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
beko washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
beko washing machine spin not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
beko washing machine water leaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
beko washing machine wont spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
beko washing not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
bosch dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
bosch front load washing machine leaking water,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
bosch machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
bosch not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
bosch serie 4 not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
bosch serie 4 washing machine not draining,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Sep,False,
bosch series 4 washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Apr,False,
bosch series 8 washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
bosch tumble dryer not heating up,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
bosch washer does not spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
bosch washer doesn t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
bosch washer leaking from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
bosch washer leaking underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
bosch washer not spinning fast,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch washer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
bosch washing machine doesn t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
bosch washing machine drum not rotating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
bosch washing machine leaking from underneath,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
bosch washing machine leaking water from bottom,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
bosch washing machine leaking water from detergent drawer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
water leaking from washing machine when filling,10,0,0.0,0.0,TOFU,informational,SEASONAL,Nov/Feb/May,True,voice
reason why washing machine won t spin,10,34,0.0,0.0,TOFU,informational,SEASONAL,Jul/Jan/Feb/Jun,True,voice
lg washing machine keeps filling with water when turned off,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
washer leaking water when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
washer leaking when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Apr,True,
washing machine keeps filling with water when turned off,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul/Nov,True,voice
washing machine leaking from bottom when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
washing machine leaking from drawer when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar,True,voice
washing machine leaking from drawer when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,voice
washing machine leaking water from bottom when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan,True,voice
washing machine leaking water when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
washing machine leaking when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Apr,True,voice
washing machine leaking when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct/May,True,
washing machine drum not spinning what is the problem,10,52,0.0,0.0,TOFU,informational,DECLINING,Aug/Sep/Oct/Nov/Feb/Jun,True,voice
